crop_type,sensor_nitrogen,sensor_phosphorus,sensor_potassium,soil_pH,soil_moisture_percent,soil_electrical_conductivity_us_cm,soil_temperature_celsius,fertilizer_urea_kg_per_ha,fertilizer_dap_kg_per_ha,fertilizer_map_kg_per_ha,fertilizer_mop_kg_per_ha,fertilizer_sop_kg_per_ha,fertilizer_can_kg_per_ha,fertilizer_ssp_kg_per_ha,fertilizer_ammonium_sulfate_kg_per_ha
Rice,291.19,21.76,221.19,6.54,36.45,1951.91,21.92,50.0,20.31,10.0,30.0,10.0,20.0,110.87,20.0
Groundnut,140.0,22.39,247.45,6.42,25.91,111.89,25.98,50.0,100.0,50.0,44.11,15.27,20.0,150.0,20.0
Maize,182.31,26.84,145.22,5.95,21.8,196.06,28.89,200.0,88.1,44.76,42.16,23.43,100.0,150.0,100.0
Sorghum,105.03,39.89,273.3,7.09,10.0,383.57,24.91,164.09,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Groundnut,190.41,31.75,222.61,6.01,12.27,1331.4,28.58,50.0,43.89,15.76,30.0,12.71,20.0,150.0,20.0
Cotton,86.64,62.6,117.49,7.48,37.75,1608.25,31.45,167.05,20.0,10.0,46.3,21.64,100.0,30.0,100.0
Rice,215.6,28.07,159.57,5.97,25.85,1094.84,22.98,50.0,29.79,22.0,30.0,10.0,50.1,150.0,55.56
Maize,349.0,55.47,399.0,6.99,31.51,1229.06,23.43,50.0,20.0,10.0,30.0,10.0,41.37,30.0,38.47
Soybean,147.79,49.03,163.7,6.01,37.25,315.54,32.97,58.71,20.0,10.0,30.0,10.37,46.86,30.0,46.37
Sorghum,183.17,42.76,148.67,6.45,16.4,855.98,29.75,50.0,20.0,10.0,30.0,10.0,48.04,30.0,41.72
Wheat,295.54,48.25,268.34,7.49,18.03,684.98,22.84,81.83,20.0,10.0,30.0,10.0,60.05,30.0,56.52
Cotton,336.67,18.52,158.56,7.18,39.9,975.27,29.69,50.0,62.4,24.25,53.84,24.63,20.0,150.0,20.0
Groundnut,349.0,46.14,292.49,5.94,27.39,821.96,29.07,50.0,20.47,10.0,30.0,10.0,20.0,127.54,20.0
Maize,349.0,32.58,249.24,7.1,31.38,1396.16,20.84,50.0,29.53,15.79,30.0,10.0,40.87,150.0,34.47
Groundnut,296.61,23.32,140.02,6.93,27.25,1272.5,31.5,50.0,48.98,29.86,41.42,18.04,20.0,150.0,20.0
Groundnut,159.83,65.95,256.96,6.26,19.78,1237.33,29.53,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Barley,315.66,54.73,229.32,6.95,30.19,1536.88,21.5,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Maize,106.11,12.3,199.83,5.98,12.89,1887.99,31.6,155.9,67.07,27.3,30.0,10.0,100.0,150.0,100.0
Rice,84.62,30.92,168.33,6.37,10.58,742.36,21.84,200.0,72.88,30.51,30.0,10.0,100.0,150.0,100.0
Maize,191.73,45.98,394.57,7.39,22.54,426.96,31.67,200.0,33.12,18.4,30.0,10.0,100.0,150.0,100.0
Groundnut,349.0,70.0,270.32,6.96,16.49,1389.13,23.61,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Groundnut,254.9,24.14,111.72,6.55,28.15,823.81,25.9,50.0,88.55,34.83,89.57,40.75,20.0,150.0,20.0
Wheat,295.94,43.28,347.78,6.87,39.9,1237.27,23.26,50.0,20.0,10.0,30.0,10.0,50.14,30.0,39.93
Barley,226.61,32.43,287.6,5.82,12.86,1510.36,17.44,50.0,22.95,10.0,30.0,10.0,20.0,89.56,33.96
Maize,127.23,15.13,300.21,7.12,33.28,1815.25,27.77,112.49,53.33,21.37,30.0,10.0,100.0,150.0,100.0
Cotton,319.8,59.1,148.32,7.89,19.87,643.21,31.6,50.0,20.0,10.0,46.42,22.69,20.0,30.0,20.0
Barley,158.37,16.61,176.77,7.16,31.39,1139.16,19.75,53.03,35.77,20.23,30.0,10.0,55.2,150.0,39.45
Sorghum,204.28,59.24,293.8,7.37,36.38,1627.91,30.3,50.0,20.0,10.0,30.0,10.0,20.52,30.0,20.0
Barley,296.14,10.0,255.24,6.77,16.58,342.38,19.09,50.0,97.73,48.2,30.0,10.0,20.0,150.0,20.0
Soybean,280.77,24.87,399.0,6.54,32.21,1582.4,28.2,50.0,21.63,16.08,30.0,10.0,20.0,123.53,20.0
Soybean,106.1,54.22,178.05,6.34,20.67,1825.23,20.18,50.0,20.0,10.0,30.0,10.0,23.37,30.0,20.0
Rice,218.85,35.7,220.32,6.4,24.7,916.38,33.55,81.8,50.64,18.85,30.0,10.0,66.2,150.0,55.07
Groundnut,98.19,59.89,153.2,7.03,39.82,1458.31,31.67,50.0,20.0,10.0,57.87,21.81,20.0,30.0,20.0
Soybean,255.68,52.27,349.28,7.38,39.9,1468.3,22.87,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Cotton,263.73,65.9,286.11,7.17,11.26,833.29,25.74,62.45,20.0,10.0,30.0,10.0,61.31,30.0,50.7
Maize,239.03,21.54,177.28,6.26,10.21,1588.44,26.18,125.48,62.03,24.44,30.0,10.0,95.88,150.0,89.13
Cotton,227.4,65.57,361.39,7.13,16.39,1832.46,22.98,50.0,20.0,10.0,30.0,10.0,33.14,30.0,33.18
Maize,128.78,70.0,228.44,6.93,29.95,1642.7,26.51,115.16,20.0,10.0,30.0,10.0,99.97,30.0,84.69
Groundnut,349.0,25.37,164.38,6.79,39.9,1385.62,32.3,50.0,42.25,22.08,32.37,17.11,20.0,150.0,20.0
Sorghum,234.47,15.08,177.87,7.31,10.96,1926.69,34.97,50.0,32.46,15.59,30.0,10.0,20.0,142.22,20.0
Rice,189.08,18.27,120.19,6.59,10.0,331.59,24.44,131.42,100.0,47.07,30.0,12.71,100.0,150.0,100.0
Groundnut,331.62,51.37,259.54,6.58,18.32,1529.02,28.13,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Rice,185.73,24.2,277.33,7.08,23.03,1764.77,30.23,57.73,33.2,13.69,30.0,10.0,43.67,150.0,45.01
Sorghum,94.53,21.39,111.69,6.47,27.26,748.36,26.5,116.08,49.29,18.12,30.0,10.33,99.91,150.0,95.92
Rice,218.07,12.67,187.15,6.02,10.0,866.61,22.81,93.75,100.0,50.0,30.0,10.0,78.33,150.0,69.7
Groundnut,349.0,43.54,258.76,6.66,39.9,214.43,28.57,50.0,34.24,19.13,30.0,14.2,20.0,150.0,20.0
Soybean,250.39,59.7,184.21,7.16,38.2,503.34,23.27,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Wheat,163.78,40.2,338.93,7.06,23.49,395.97,20.22,167.61,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Soybean,109.34,68.88,214.48,7.12,16.22,1292.57,19.73,67.83,20.0,10.0,30.0,10.0,43.52,30.0,44.51
Wheat,194.67,22.06,182.24,7.45,19.03,1172.35,23.7,128.64,56.15,21.7,30.0,10.0,99.41,150.0,95.06
Wheat,189.85,53.58,123.75,6.97,20.16,205.91,23.1,143.43,20.0,10.0,33.26,12.78,100.0,30.0,100.0
Soybean,280.22,42.8,365.34,6.74,20.83,471.37,19.5,50.0,24.62,13.55,30.0,10.0,20.0,114.05,20.0
Maize,164.35,39.8,193.31,7.06,39.9,905.16,25.76,187.45,42.6,11.07,30.0,10.0,100.0,150.0,100.0
Sorghum,349.0,65.97,399.0,7.69,32.81,744.52,30.45,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Sorghum,132.56,50.36,319.03,6.54,33.41,301.64,33.34,105.29,20.0,10.0,30.0,10.0,82.98,30.0,78.71
Cotton,149.18,10.56,128.55,7.46,15.89,1360.29,27.35,85.23,55.28,26.08,48.07,21.32,85.91,150.0,77.35
Wheat,349.0,18.02,228.11,7.19,38.53,847.91,23.91,50.0,58.31,25.39,30.0,10.0,20.0,150.0,20.0
Soybean,159.66,24.98,146.18,6.98,39.9,1730.08,29.34,50.0,27.38,13.3,30.0,10.0,20.0,134.88,20.0
Maize,81.15,18.43,249.78,7.01,35.47,1207.1,23.37,200.0,84.0,36.9,30.0,10.0,100.0,150.0,100.0
Wheat,187.18,19.67,273.24,6.12,10.0,928.87,23.58,153.29,61.58,22.35,30.0,10.0,100.0,150.0,100.0
Sorghum,93.41,47.41,118.93,6.35,24.15,740.81,24.12,118.87,20.0,10.0,30.0,10.0,100.0,30.0,94.19
Wheat,205.89,57.52,220.69,6.52,17.19,1466.24,20.23,77.71,20.0,10.0,30.0,10.0,62.52,30.0,55.59
Groundnut,189.15,69.6,360.57,6.76,30.6,640.74,30.99,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Rice,159.44,15.9,100.0,5.98,10.0,1079.08,21.62,161.6,100.0,50.0,46.72,18.98,100.0,150.0,100.0
Sorghum,252.07,17.67,208.96,6.13,20.21,615.95,25.35,50.0,62.87,22.23,30.0,10.0,20.0,150.0,20.0
Cotton,209.51,11.18,158.28,6.6,10.4,1970.84,24.09,50.0,37.39,16.12,31.18,10.0,42.36,150.0,36.15
Soybean,183.98,30.76,232.29,6.86,13.08,1956.23,24.06,50.0,20.0,15.64,30.0,10.0,20.0,102.17,20.0
Groundnut,162.21,68.98,292.83,7.02,35.37,816.68,31.02,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Sorghum,120.87,24.62,168.64,6.93,10.0,1912.5,30.29,59.71,20.0,10.0,30.0,10.0,38.99,76.68,34.31
Sorghum,262.69,67.55,312.08,7.04,30.52,1462.99,29.44,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Wheat,106.47,62.33,222.43,6.48,25.96,1694.96,23.51,74.79,20.0,10.0,30.0,10.0,70.65,30.0,65.89
Rice,221.72,26.55,236.4,7.0,35.39,336.83,35.0,75.32,67.08,30.25,30.0,10.0,54.6,150.0,52.62
Barley,323.22,70.0,201.55,6.67,39.9,1591.86,21.86,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Soybean,236.21,14.95,146.36,6.55,22.78,591.71,23.16,50.0,82.78,40.2,30.0,10.58,20.0,150.0,20.0
Rice,157.63,42.29,260.0,6.49,18.09,1957.17,34.69,69.24,20.0,10.0,30.0,10.0,52.28,56.25,36.1
Maize,225.29,10.0,103.14,5.55,10.84,1076.35,27.97,200.0,100.0,50.0,73.73,34.06,100.0,150.0,100.0
Groundnut,325.05,54.19,399.0,6.87,24.44,1859.07,26.64,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Groundnut,260.19,26.44,293.36,6.07,10.0,606.87,21.78,50.0,100.0,49.86,30.0,10.0,20.0,150.0,20.0
Sorghum,293.68,22.05,243.51,7.02,18.06,268.3,28.59,50.0,47.38,19.94,30.0,10.0,20.0,150.0,20.0
Wheat,118.33,42.91,215.84,6.88,39.9,270.18,24.15,200.0,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Maize,167.2,13.94,259.18,5.82,21.12,447.44,22.32,200.0,100.0,50.0,30.0,10.0,100.0,150.0,100.0
Cotton,263.49,11.84,105.06,6.77,24.91,970.13,28.56,75.47,69.38,40.04,70.53,32.77,46.47,150.0,57.29
Sorghum,234.12,30.04,177.71,6.66,20.37,590.4,29.64,50.0,20.0,10.0,30.0,10.0,20.0,79.03,20.0
Soybean,178.17,30.0,155.17,5.55,21.0,254.75,26.79,50.0,69.21,35.82,30.0,12.51,24.83,150.0,26.06
Rice,280.92,65.18,399.0,6.86,12.69,313.55,23.49,50.0,20.0,10.0,30.0,10.0,20.14,30.0,20.0
Sorghum,232.21,49.19,100.0,6.16,12.92,1599.28,31.03,50.0,20.0,10.0,30.0,17.3,20.0,30.0,20.0
Maize,81.0,28.56,278.33,6.99,15.22,204.69,21.84,200.0,100.0,47.36,30.0,10.0,100.0,150.0,100.0
Wheat,264.28,49.73,314.6,6.26,23.36,337.98,25.91,98.95,20.0,10.0,30.0,10.0,82.3,30.0,81.64
Maize,221.78,19.67,159.1,5.79,10.0,1831.13,25.38,112.47,69.19,29.79,30.0,11.18,97.42,150.0,92.61
Cotton,104.93,47.53,399.0,5.83,15.83,1188.26,33.21,135.06,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Sorghum,133.13,46.47,153.4,7.09,18.3,247.08,27.12,111.75,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Barley,115.38,53.98,100.0,6.37,10.8,1453.22,18.43,107.99,20.0,10.0,30.0,16.82,93.9,30.0,81.44
Groundnut,122.3,47.97,148.81,6.87,20.43,414.3,23.02,50.0,39.1,17.29,100.0,49.52,20.0,150.0,20.0
Barley,144.65,11.41,207.3,6.0,19.61,1078.09,22.15,106.08,77.05,41.19,30.0,10.0,99.34,150.0,84.44
Wheat,125.15,19.01,100.0,5.58,10.0,295.26,16.85,200.0,74.78,38.53,62.27,28.1,100.0,150.0,100.0
Rice,265.4,24.62,339.57,5.98,30.08,1829.37,26.83,50.0,36.64,10.0,30.0,10.0,20.0,133.14,20.0
Rice,81.0,15.8,122.91,5.97,16.2,1393.07,23.4,169.36,89.78,42.37,30.0,13.01,100.0,150.0,100.0
Wheat,349.0,70.0,171.49,6.31,17.95,616.26,27.68,50.0,20.0,10.0,30.0,10.0,22.32,30.0,20.0
Wheat,338.35,38.59,359.46,7.04,14.0,786.31,21.04,50.0,20.0,10.0,30.0,10.0,20.79,47.42,20.0
Wheat,299.67,52.9,174.64,7.35,17.56,1290.86,19.02,50.0,20.0,10.0,30.0,10.0,31.23,30.0,29.49
Maize,343.01,20.5,133.36,6.53,39.9,965.25,27.7,58.88,67.77,28.85,41.94,12.71,55.05,150.0,53.32
Cotton,249.57,59.8,224.69,6.24,39.9,1371.61,29.13,50.0,20.0,10.0,30.0,10.0,51.21,30.0,43.25
Rice,201.81,53.12,275.87,6.64,12.62,981.48,22.91,82.02,20.0,10.0,30.0,10.0,83.64,30.0,62.21
Wheat,224.24,21.94,219.33,5.89,33.19,1720.94,28.97,58.1,25.58,10.34,30.0,10.0,56.95,111.78,45.13
Cotton,175.53,58.36,399.0,7.51,39.9,1795.69,25.06,50.06,20.0,10.0,30.0,10.0,47.85,30.0,39.33
Wheat,214.62,17.84,399.0,6.95,28.18,1996.16,28.14,50.0,20.0,12.07,30.0,10.0,34.58,83.3,32.18
Rice,349.0,37.83,399.0,7.23,39.9,1824.75,26.26,50.0,20.0,10.0,30.0,10.0,20.0,77.41,20.0
Groundnut,349.0,44.3,288.41,6.24,28.56,127.31,21.15,50.0,46.54,20.82,30.0,10.0,20.0,150.0,20.0
Rice,306.04,22.38,399.0,7.42,22.96,1928.44,31.0,50.0,21.47,13.24,30.0,10.0,20.0,117.66,20.0
Wheat,163.93,55.08,285.48,5.97,10.0,599.12,23.17,200.0,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Groundnut,315.89,17.61,359.98,6.81,16.58,912.33,27.07,50.0,97.51,41.42,30.0,10.0,20.0,150.0,20.0
Maize,327.22,31.83,134.12,6.74,38.14,1875.63,29.99,50.0,38.71,12.98,30.0,10.0,34.02,127.43,32.64
Groundnut,81.0,23.51,157.94,6.33,11.18,949.88,32.66,50.0,100.0,48.21,81.23,38.95,40.36,150.0,31.97
Rice,234.66,52.02,165.02,6.19,18.66,1398.32,24.84,50.0,20.0,10.0,30.0,10.0,33.26,30.0,36.89
Barley,217.91,70.0,342.48,6.9,39.9,1351.91,27.38,50.0,20.0,10.0,30.0,10.0,25.29,30.0,20.0
Soybean,248.28,15.38,121.22,5.97,30.79,1873.07,29.01,50.0,39.65,12.0,30.0,10.0,20.0,150.0,20.0
Groundnut,349.0,22.54,392.33,6.76,33.01,1060.17,26.82,50.0,56.02,28.97,30.0,10.0,20.0,150.0,20.0
Wheat,186.51,35.38,192.22,7.83,16.07,1776.58,24.99,69.68,20.0,10.0,30.0,10.0,47.58,30.0,46.52
Maize,117.98,23.04,399.0,5.8,26.83,368.36,26.29,200.0,92.27,41.26,30.0,10.0,100.0,150.0,100.0
Barley,293.68,25.84,399.0,5.98,16.6,1088.37,18.59,50.0,21.63,12.01,30.0,10.0,20.0,149.22,20.0
Cotton,342.46,19.55,206.25,6.51,19.55,1365.08,24.16,50.0,35.77,10.0,30.0,10.0,20.0,150.0,20.0
Sorghum,188.09,42.99,285.87,6.93,31.58,509.38,26.2,55.94,20.0,10.0,30.0,10.0,46.82,30.0,52.15
Rice,202.24,60.13,388.48,7.12,25.79,1252.91,31.49,70.08,20.0,10.0,30.0,10.0,40.66,30.0,47.35
Rice,349.0,58.38,399.0,7.55,22.01,1376.9,30.02,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Rice,235.17,26.09,162.12,6.13,19.34,697.67,23.84,75.63,85.35,33.57,30.0,10.0,47.47,150.0,58.57
Maize,100.88,54.99,129.55,5.9,10.87,279.36,19.13,200.0,20.0,10.0,78.3,35.44,100.0,76.83,100.0
Cotton,349.0,48.06,359.86,5.81,26.44,171.3,27.69,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Soybean,251.78,43.13,200.84,5.9,23.99,1269.36,19.73,50.0,20.01,12.12,30.0,10.0,20.0,81.0,20.0
Maize,349.0,28.56,399.0,7.14,34.47,1481.81,26.34,50.0,31.16,19.71,30.0,10.0,32.47,150.0,20.0
Groundnut,315.81,13.59,366.58,6.36,23.33,1072.97,35.0,50.0,89.16,39.46,30.0,10.0,20.0,150.0,20.0
Wheat,319.61,18.24,200.9,6.8,11.78,1487.25,20.87,50.0,43.85,17.79,30.0,10.0,20.0,150.0,20.0
Cotton,236.39,49.96,187.43,6.57,12.65,1347.95,26.38,65.27,20.0,10.0,30.0,15.78,61.68,30.0,59.78
Soybean,109.31,33.92,233.44,7.53,39.9,609.29,28.11,69.35,36.61,19.8,30.0,10.0,65.06,150.0,58.9
Barley,97.12,40.99,195.8,6.86,10.0,470.2,17.92,183.02,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Cotton,349.0,36.41,165.1,6.69,39.9,1254.6,35.0,50.0,23.82,10.0,42.58,20.43,20.0,98.62,20.0
Wheat,260.75,26.37,399.0,7.59,39.9,395.82,19.26,99.95,38.46,17.11,30.0,10.0,88.29,150.0,69.7
Soybean,243.88,21.31,341.49,7.44,16.25,1040.17,20.86,50.0,84.15,30.21,30.0,10.0,20.0,150.0,20.0
Wheat,275.49,11.11,240.46,7.82,39.9,1254.94,23.14,50.0,54.66,22.66,30.0,10.0,51.0,150.0,49.15
Rice,214.15,61.64,278.14,5.9,13.62,1858.61,25.23,50.0,20.0,10.0,30.0,10.0,30.57,30.0,36.55
Soybean,141.8,22.48,129.12,6.78,17.53,617.4,21.18,65.96,98.03,46.7,56.22,15.2,61.53,150.0,57.8
Wheat,349.0,70.0,399.0,6.79,13.11,1250.34,15.81,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Groundnut,271.23,65.01,196.95,7.71,32.02,1156.15,27.0,50.0,20.0,10.0,46.89,12.68,20.0,30.0,20.0
Rice,223.53,21.24,224.48,6.99,10.0,1045.31,23.07,67.48,94.31,39.88,30.0,10.0,57.52,150.0,49.54
Cotton,177.39,32.16,182.64,6.94,28.26,939.52,22.92,100.28,26.49,10.0,36.7,12.26,86.09,121.18,72.59
Groundnut,116.49,19.69,399.0,7.45,27.45,1155.06,31.1,50.0,66.6,26.68,30.0,10.0,20.0,150.0,20.0
Maize,223.38,52.37,214.85,7.06,19.11,775.51,25.28,199.28,20.0,10.0,30.0,10.0,100.0,103.56,100.0
Barley,182.34,32.69,132.39,6.02,10.0,392.53,24.26,109.21,27.07,18.34,33.34,15.81,98.54,150.0,85.83
Groundnut,251.26,64.54,278.57,5.81,10.0,891.61,22.1,50.0,20.0,10.0,30.0,10.47,20.0,30.0,20.0
Wheat,263.38,14.44,397.85,6.49,22.35,1159.97,22.05,68.95,46.29,17.86,30.0,10.0,49.79,150.0,43.77
Soybean,121.31,56.59,158.78,5.99,23.1,1308.6,19.48,50.0,20.0,10.0,30.0,10.0,33.96,30.0,41.47
Soybean,233.89,49.37,161.57,6.12,10.0,337.42,18.96,50.0,20.0,10.0,30.0,12.53,20.0,30.0,20.0
Soybean,195.76,28.46,120.07,5.97,17.94,198.94,20.13,50.0,91.48,36.19,51.6,24.51,20.0,150.0,20.0
Groundnut,299.0,21.83,164.06,6.95,17.72,1869.93,21.5,50.0,44.07,23.49,30.0,11.0,20.0,150.0,20.0
Wheat,186.38,36.92,100.0,6.26,17.31,1984.94,23.29,61.18,20.0,10.0,30.0,10.0,58.81,30.0,62.59
Wheat,128.58,32.09,255.88,6.37,19.06,641.34,23.96,200.0,21.48,15.93,30.0,10.0,100.0,109.04,100.0
Cotton,210.52,16.7,134.62,7.16,23.29,1015.02,28.81,88.26,63.31,28.14,54.23,19.27,69.86,150.0,74.13
Groundnut,292.42,19.83,131.69,6.3,14.58,820.79,35.0,50.0,100.0,50.0,91.81,44.29,20.0,150.0,20.0
Soybean,105.25,35.63,138.63,7.41,19.4,702.79,24.9,58.97,36.99,17.29,30.0,11.67,65.42,150.0,61.42
Groundnut,299.14,70.0,387.75,6.21,34.27,276.9,24.91,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Groundnut,284.16,40.16,183.63,6.82,16.31,885.35,31.31,50.0,38.08,19.28,55.18,26.25,20.0,150.0,20.0
Sorghum,227.8,20.41,125.72,7.41,23.77,555.9,28.42,50.0,45.23,20.31,30.0,10.25,20.0,150.0,20.0
Rice,349.0,17.68,393.6,6.87,16.33,416.85,31.97,50.0,84.67,41.75,30.0,10.0,20.0,150.0,20.0
Cotton,81.0,52.67,142.26,6.88,22.68,1740.52,34.29,111.66,20.0,10.0,46.37,16.08,97.15,30.0,94.67
Rice,349.0,45.8,399.0,7.23,38.55,327.52,34.13,50.0,20.0,10.9,30.0,10.0,20.0,50.31,20.0
Wheat,349.0,45.44,135.23,6.53,39.9,520.76,22.55,50.0,20.0,10.0,30.0,14.03,28.52,30.0,20.0
Barley,81.0,22.86,117.62,6.76,21.33,623.32,27.15,200.0,54.4,29.49,47.22,16.29,100.0,150.0,100.0
Soybean,81.0,41.65,100.0,6.66,13.37,1590.13,25.84,69.2,20.0,10.0,30.0,16.6,55.81,79.33,58.7
Groundnut,327.79,21.85,395.24,7.05,29.9,1346.79,27.72,50.0,61.76,31.48,30.0,10.0,20.0,150.0,20.0
Maize,288.86,57.07,144.88,7.2,24.53,977.43,25.46,129.91,20.0,10.0,33.04,21.29,100.0,30.0,91.81
Barley,330.9,32.31,393.67,6.41,17.98,1927.59,23.68,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Rice,326.92,16.78,327.23,7.09,39.9,1784.57,28.19,50.0,28.99,18.9,30.0,10.0,20.0,150.0,20.0
Sorghum,220.15,63.45,307.96,6.76,21.08,1067.32,26.47,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Barley,159.27,35.33,121.77,6.34,10.0,1552.82,19.63,69.17,20.0,10.0,30.0,10.9,58.67,64.42,55.4
Barley,101.98,52.62,399.0,6.08,35.58,1721.45,24.14,73.07,20.0,10.0,30.0,10.0,68.86,30.0,52.31
Groundnut,185.05,57.43,142.48,5.88,21.56,946.71,28.76,50.0,20.0,10.0,54.09,26.09,20.0,30.0,20.0
Barley,120.45,54.17,158.53,5.6,21.08,1216.6,26.35,121.04,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Maize,293.11,11.87,390.06,6.7,22.92,788.91,22.73,104.24,100.0,42.51,30.0,10.0,96.39,150.0,84.6
Wheat,127.71,49.03,345.93,6.78,13.67,253.35,26.93,198.99,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Soybean,276.36,53.62,135.27,6.74,39.9,244.39,26.79,50.0,20.0,10.0,33.07,16.05,20.0,30.0,20.0
Barley,234.49,46.99,180.23,7.33,27.81,1303.21,14.4,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Barley,307.16,44.79,285.68,6.28,29.48,145.99,16.64,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Wheat,176.97,15.33,399.0,7.36,23.02,790.86,17.25,118.88,44.51,17.85,30.0,10.0,97.9,150.0,87.44
Cotton,145.32,17.82,327.61,6.55,16.19,1340.96,23.48,103.88,54.86,19.54,30.0,10.0,78.4,150.0,73.09
Rice,164.27,26.02,239.04,6.69,34.14,242.77,24.34,83.72,60.84,25.66,30.0,10.0,75.71,150.0,70.27
Rice,315.34,43.82,166.66,6.94,39.9,1925.36,23.58,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Rice,99.39,65.36,291.9,6.48,34.38,1368.09,25.44,80.35,20.0,10.0,30.0,10.0,56.25,30.0,60.46
Rice,349.0,70.0,399.0,7.54,23.57,616.24,27.64,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Barley,231.85,48.17,239.19,5.53,10.0,1257.99,20.89,50.0,20.0,10.0,30.0,10.0,34.2,30.0,21.47
Rice,177.05,20.45,100.0,5.68,10.0,1050.38,28.26,135.42,100.0,41.11,30.0,12.57,100.0,150.0,98.44
Wheat,339.56,37.54,171.53,7.4,33.73,300.0,25.0,50.0,20.0,10.0,30.0,10.0,40.04,70.31,20.36
Barley,300.4,34.07,244.14,7.09,21.07,1681.25,15.97,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Cotton,349.0,57.56,391.99,7.09,15.66,328.3,30.08,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Wheat,180.83,68.11,399.0,7.24,30.5,1773.67,22.55,50.0,20.0,10.0,30.0,10.0,52.31,30.0,42.33
Cotton,319.76,44.89,383.74,7.83,36.21,1812.24,32.46,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Wheat,136.92,53.92,292.53,6.14,20.27,1224.44,17.72,131.18,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Barley,176.81,30.45,346.57,5.85,32.91,1687.99,19.15,50.0,20.0,10.0,30.0,10.0,36.6,60.4,25.62
Barley,267.68,51.58,318.15,6.64,38.66,1519.73,18.12,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Cotton,231.24,14.4,100.0,6.75,29.61,1611.99,27.94,55.34,46.89,19.19,38.17,23.76,39.92,150.0,46.3
Soybean,275.51,70.0,132.09,7.62,39.9,365.47,23.06,50.0,20.0,10.0,44.93,16.99,20.0,30.0,20.0
Groundnut,297.58,69.38,213.22,6.56,13.67,126.09,35.0,50.0,20.0,10.0,73.66,32.87,20.0,30.0,20.0
Barley,204.29,55.44,342.5,6.86,19.12,818.25,16.03,50.0,20.0,10.0,30.0,10.0,32.25,30.0,35.42
Soybean,250.77,27.3,291.54,6.29,15.05,859.24,25.67,50.0,53.46,19.22,30.0,10.0,20.0,150.0,20.0
Rice,349.0,30.36,154.78,5.98,32.69,1723.68,25.57,50.0,20.0,10.0,30.0,10.0,20.0,90.28,20.0
Wheat,341.86,69.06,178.56,6.54,20.03,869.91,16.43,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Barley,270.52,62.93,285.43,6.0,10.77,676.12,21.98,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Wheat,82.48,47.64,194.91,7.45,14.23,757.07,20.58,200.0,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Cotton,332.33,23.73,250.96,6.34,22.77,385.94,27.04,50.0,56.42,25.52,30.0,10.0,20.0,150.0,20.0
Wheat,349.0,61.09,316.67,6.57,30.09,655.38,27.62,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Soybean,138.45,54.65,100.0,5.97,10.0,1303.58,18.95,50.0,20.0,10.0,47.94,23.02,44.77,30.0,39.5
Soybean,254.91,22.57,143.53,7.34,31.25,1984.6,25.11,50.0,31.69,14.17,30.0,10.0,20.0,110.02,20.0
